Name,Estado,Cidade,Segmento,Público Alvo,Modelo de Receita,Ano de Fundação,Tamanho,Mais Informação,Momento
Dom Graphein,RJ,RIO DE JANEIRO,Casa e Família,B2B2C,Marketplace,2004,6-10,sbase.me/s/dom-graphein,Operação
WeWaant.com,RJ,PETRÓPOLIS,E-commerce,B2C,Marketplace,2014,6-10,sbase.me/s/wewaantcom,Tração
Luka Machine,RJ,RIO DE JANEIRO,Indústria,B2B,Hardware,2007,6-10,sbase.me/s/luka-machine,Tração
Quick Monkeys,RJ,RIO DE JANEIRO,Internet,B2B,Outros,(Não informado),1-5,sbase.me/s/quick-monkeys,Ideação
Appoia,RJ,RIO DE JANEIRO,Educação,B2B2C,SaaS,2016,6-10,sbase.me/s/appoia,Tração
Gintonica + PATRON,RJ,RIO DE JANEIRO,Comunicação e Mídia,B2B,Outros,2011,6-10,sbase.me/s/gintonica-patron,Operação
Three Monkeys Beer,RJ,RIO DE JANEIRO,Produtos de Consumo,B2B2C,Outros,2013,6-10,sbase.me/s/three-monkeys-beer,Tração
Mobiplus,RJ,RIO DE JANEIRO,Entretenimento,B2C,Consumer,2017,1-5,sbase.me/s/mobiplus,Ideação
emotion.me,RJ,RIO DE JANEIRO,Eventos e Turismo,B2B2C,SaaS,2012,21-50,sbase.me/s/emotionme,Tração
Want2Play,RJ,RIO DE JANEIRO,Esportes,B2B2C,Consumer,2016,6-10,sbase.me/s/want2play,Tração
Preço Certo,RJ,RIO DE JANEIRO,Serviços Profissionais,B2B,SaaS,2017,6-10,sbase.me/s/preco-certo,Tração
Doare,RJ,RIO DE JANEIRO,Finanças,B2B2C,SaaS,(Não informado),11-20,sbase.me/s/doare,Operação
NÓS 8 - COLETIVO DE ADVOGADOS,RJ,TRÊS RIOS,Advertising,B2B,Marketplace,2015,6-10,sbase.me/s/nos-8-coletivo-de-advogados,Tração
ScrumHalf,RJ,RIO DE JANEIRO,S/N,B2B,S/N,2016,6-10,sbase.me/s/scrumhalf,Operação
HTX Systems,RJ,RIO DE JANEIRO,Segurança e Defesa,B2B,API,2015,6-10,sbase.me/s/htx-systems,Tração
321Comm,RJ,RIO DE JANEIRO,Advertising,B2B,Consumer,(Não informado),6-10,sbase.me/s/321comm,Operação
Zehnk,RJ,RIO DE JANEIRO,Gestão,B2B,SaaS,2015,6-10,sbase.me/s/zehnk,Operação
Quitamos!,RJ,RIO DE JANEIRO,S/N,B2B,S/N,(Não informado),1-5,sbase.me/s/quitamos,Ideação
Terabit,RJ,RIO DE JANEIRO,Internet,B2B,SaaS,2002,1-5,sbase.me/s/terabit,Ideação
Pluga,RJ,RIO DE JANEIRO,Cloud Computing,B2B,SaaS,2015,1-5,sbase.me/s/pluga,Ideação
Be One,RJ,RIO DE JANEIRO,Advertising,B2B,Marketplace,(Não informado),1-5,sbase.me/s/be-one,Ideação
Entropia Coletiva,RJ,RIO DE JANEIRO,Indústria,B2B,Marketplace,2015,6-10,sbase.me/s/entropia-coletiva,Tração
u.sit,RJ,NITERÓI,Produtos de Consumo,B2B,SaaS,2012,6-10,sbase.me/s/usit,Tração
Sem Processo,RJ,RIO DE JANEIRO,Advertising,B2B,Marketplace,(Não informado),1-5,sbase.me/s/sem-processo,Ideação
WPensar,RJ,RIO DE JANEIRO,Educação,B2B,SaaS,(Não informado),6-10,sbase.me/s/wpensar,Tração
iQ solutions,RJ,RIO DE JANEIRO,S/N,B2B,S/N,(Não informado),1-5,sbase.me/s/iq-solutions,Ideação
Honeycomb,RJ,RIO DE JANEIRO,Recursos Humanos,B2B,SaaS,2017,6-10,sbase.me/s/honeycomb,Tração
LIFT Sistemas,RJ,RIO DE JANEIRO,S/N,B2B,S/N,(Não informado),1-5,sbase.me/s/lift-sistemas,Ideação
ChefsClub,RJ,RIO DE JANEIRO,Entretenimento,B2B2C,Marketplace,(Não informado),6-10,sbase.me/s/chefsclub,Tração
Tecvidya Solutions Informações na internet LTDA,RJ,RIO DE JANEIRO,Advertising,B2B,Marketplace,(Não informado),1-5,sbase.me/s/tecvidya-solutions-informacoes-na-internet-ltda,Ideação
Zeltzer Tecnologias Educacionais Ltda,RJ,RIO DE JANEIRO,Educação,B2B,SaaS,2013,1-5,sbase.me/s/zeltzer-tecnologias-educacionais-ltda,Ideação
Blogo,RJ,RIO DE JANEIRO,Internet,B2C,Outros,2003,6-10,sbase.me/s/blogo,Tração
PRODUZZ,RJ,RIO DE JANEIRO,Video,B2B2C,Marketplace,2016,6-10,sbase.me/s/produzz,Tração
We Do Logos,RJ,ITAPERUNA,Advertising,B2B,Marketplace,2009,1-5,sbase.me/s/we-do-logos,Ideação
Adorável Criatura,RJ,RIO DE JANEIRO,Pets,B2B2C,Marketplace,2014,1-5,sbase.me/s/adoravel-criatura,Ideação
Me Passa Aí,RJ,NITERÓI,Advertising,B2B,Marketplace,2013,1-5,sbase.me/s/me-passa-ai,Ideação
BomNegócio,RJ,RIO DE JANEIRO,Big Data,B2B,Marketplace,2019,1-5,sbase.me/s/bomnegocio,Ideação
libano modas,RJ,NITERÓI,Desenvolvimento de Software,B2B2C,E-commerce,2019,1-5,sbase.me/s/libano-modas,Ideação
MyChef,RJ,RIO DE JANEIRO,Logística e Mobilidade Urbana,B2B2C,Marketplace,2019,1-5,sbase.me/s/mychef,Ideação
Zeidler,RJ,RIO DE JANEIRO,Outros,S/N,S/N,(Não informado),6-10,sbase.me/s/zeidler,Tração
OnGraf,RJ,RIO DE JANEIRO,Outros,S/N,S/N,(Não informado),6-10,sbase.me/s/ongraf,Operação
Nossa Casa,RJ,RIO DE JANEIRO,Meio Ambiente,S/N,S/N,(Não informado),6-10,sbase.me/s/nossa-casa,Tração
Pegga,RJ,BARRA MANSA,Finanças,S/N,S/N,(Não informado),6-10,sbase.me/s/pegga,Operação
Que Mais,RJ,RIO DE JANEIRO,Outros,S/N,S/N,(Não informado),6-10,sbase.me/s/que-mais,Tração
RiskPro,RJ,RIO DE JANEIRO,Indústria,S/N,S/N,(Não informado),6-10,sbase.me/s/riskpro,Tração
Renata Santos Design,RJ,RIO DE JANEIRO,Eventos e Turismo,S/N,S/N,(Não informado),1-5,sbase.me/s/renata-santos-design,Ideação
Igllu,RJ,RIO DE JANEIRO,Outros,S/N,S/N,(Não informado),6-10,sbase.me/s/igllu,Operação
Genesis Training,RJ,RIO DE JANEIRO,Esportes,S/N,S/N,(Não informado),6-10,sbase.me/s/genesis-training,Operação
Consultorio.com,RJ,NITERÓI,Saúde e Bem-estar,S/N,S/N,(Não informado),6-10,sbase.me/s/consultoriocom,Tração
CoalaSoft,RJ,RIO DE JANEIRO,Outros,S/N,S/N,(Não informado),6-10,sbase.me/s/coalasoft,Tração
Energy2go,RJ,RIO DE JANEIRO,Outros,S/N,S/N,(Não informado),6-10,sbase.me/s/energy2go,Tração
Bravus Comunicação,RJ,NOVA IGUAÇU,Advertising,S/N,S/N,(Não informado),1-5,sbase.me/s/bravus-comunicacao,Ideação
Caren App,RJ,DUQUE DE CAXIAS,Saúde e Bem-estar,S/N,S/N,(Não informado),6-10,sbase.me/s/caren-app,Operação
support entreprise,RJ,RIO DE JANEIRO,Saúde e Bem-estar,B2B2C,Consumer,2018,1-5,sbase.me/s/support-entreprise,Ideação
Ponto,RJ,RIO DE JANEIRO,Mobile,B2C,Outros,2016,6-10,sbase.me/s/ponto,Operação
Financier Academy,RJ,RIO DE JANEIRO,Educação,B2B,E-commerce,2017,6-10,sbase.me/s/financier-academy,Tração
Toolstom,RJ,NITERÓI,Varejo / Atacado,B2B2C,API,2018,1-5,sbase.me/s/toolstom,Ideação
Techtrash,RJ,NITERÓI,Meio Ambiente,B2B,Outros,2016,6-10,sbase.me/s/techtrash,Tração
All Integra,RJ,RIO DE JANEIRO,E-commerce,B2B,Marketplace,2016,6-10,sbase.me/s/all-integra,Tração
ECOform,RJ,RIO DE JANEIRO,Construção Civil,B2B,E-commerce,(Não informado),6-10,sbase.me/s/ecoform,Operação
Judi Tech,RJ,RIO DE JANEIRO,Finanças,B2B2C,Marketplace,2018,6-10,sbase.me/s/judi-tech,Operação
2Good,RJ,RIO DE JANEIRO,Outros,B2C,Marketplace,2018,1-5,sbase.me/s/2good,Ideação
DESENVOLVIDEIAS PROJETOS DIGITAIS,RJ,MACAÉ,Direito,B2B2C,Consumer,2018,1-5,sbase.me/s/desenvolvideias-projetos-digitais,Ideação
Sua Medida,RJ,RIO DE JANEIRO,Moda e Beleza,B2B2C,Venda de dados,2018,6-10,sbase.me/s/sua-medida,Operação
iPlus engenharia,RJ,MACAÉ,Casa e Família,B2B2C,Outros,2016,6-10,sbase.me/s/iplus-engenharia,Operação
iFriend,RJ,RIO DE JANEIRO,Eventos e Turismo,B2C,Marketplace,2017,6-10,sbase.me/s/ifriend,Tração
Armadio,RJ,RIO DE JANEIRO,Varejo / Atacado,B2B2C,E-commerce,2014,1-5,sbase.me/s/armadio,Ideação
J.Forman,RJ,RIO DE JANEIRO,TIC e Telecom,B2B,Outros,1991,6-10,sbase.me/s/jforman,Operação
Tullli,RJ,NITERÓI,Educação,B2B,SaaS,2014,6-10,sbase.me/s/tullli,Tração
E-Gca Soluções Tecnológicas,RJ,RIO DE JANEIRO,Outros,B2B2C,Marketplace,2018,6-10,sbase.me/s/e-gca-solucoes-tecnologicas,Operação
Pralimao,RJ,RIO DE JANEIRO,Produtos de Consumo,B2B2C,E-commerce,2001,6-10,sbase.me/s/pralimao,Tração
Filovent,RJ,RIO DE JANEIRO,Eventos e Turismo,B2C,Marketplace,1994,11-20,sbase.me/s/filovent,Ideação
WeWaant.com© - Ofertas sob demanda,RJ,ITAPERUNA,E-commerce,B2C,Outros,2014,6-10,sbase.me/s/wewaantcomc-ofertas-sob-demanda,Tração
EMBRIA,RJ,RIO DE JANEIRO,TIC e Telecom,B2B2C,SaaS,2004,6-10,sbase.me/s/embria,Tração
Garçom,RJ,RIO DE JANEIRO,Mobile,S/N,Marketplace,2015,6-10,sbase.me/s/garcom,Operação
Entropia,RJ,RIO DE JANEIRO,TIC e Telecom,B2B,Consumer,2017,11-20,sbase.me/s/entropia,Operação
Dotemart,RJ,RIO DE JANEIRO,Internet,S/N,S/N,2017,6-10,sbase.me/s/dotemart,Tração
Juros Baixos,RJ,RIO DE JANEIRO,Finanças,S/N,Outros,2016,6-10,sbase.me/s/juros-baixos,Tração
Cidadania Já,RJ,RIO DE JANEIRO,Outros,B2C,S/N,2016,6-10,sbase.me/s/cidadania-ja,Tração
ISKOLA CONTROLE ADMINISTRATIVO ESCOLAR,RJ,BARRA DO PIRAÍ,Outros,B2B,S/N,2004,6-10,sbase.me/s/iskola-controle-administrativo-escolar,Tração
Opa!,RJ,RIO DE JANEIRO,Educação,B2B,SaaS,2015,6-10,sbase.me/s/opa,Tração
RJS Construtora LTDA,RJ,NITERÓI,Construção Civil,S/N,Outros,2015,1-5,sbase.me/s/rjs-construtora-ltda,Ideação
M.A.I.S. SOFTWARE DE RESULTADOS LTDA,RJ,RIO DE JANEIRO,Outros,B2B,SaaS,2010,11-20,sbase.me/s/mais-software-de-resultados-ltda,Operação
Eduapp - Aplicativo para Instituições de Ensino,RJ,RIO DE JANEIRO,Educação,B2C,SaaS,2015,6-10,sbase.me/s/eduapp-aplicativo-para-instituicoes-de-ensino,Tração
(im)Paciente,RJ,RIO DE JANEIRO,Saúde e Bem-estar,S/N,SaaS,2011,1-5,sbase.me/s/impaciente,Ideação
Solutions IT,RJ,ARARUAMA,Hardware,S/N,S/N,2015,6-10,sbase.me/s/solutions-it,Tração
ubook Editora S.A,RJ,RIO DE JANEIRO,Entretenimento,B2C,Outros,2013,21-50,sbase.me/s/ubook-editora-sa,Tração
Heaven,RJ,RIO DE JANEIRO,Entretenimento,S/N,S/N,2014,1-5,sbase.me/s/heaven,Ideação
ANOVA pesquisa,RJ,RIO DE JANEIRO,Comunicação e Mídia,B2B,SaaS,2010,6-10,sbase.me/s/anova-pesquisa,Operação
FINXI,RJ,RIO DE JANEIRO,TIC e Telecom,B2B,Outros,2010,11-20,sbase.me/s/finxi,Operação
Condomínio Simples,RJ,RIO DE JANEIRO,Outros,B2C,S/N,2013,6-10,sbase.me/s/condominio-simples,Tração
Modellagio MARKETPLACE,RJ,RIO DE JANEIRO,Internet,B2B,Marketplace,2014,6-10,sbase.me/s/modellagio-marketplace,Tração
Rio ao Vivo,RJ,RIO DE JANEIRO,Entretenimento,B2B,E-commerce,2014,6-10,sbase.me/s/rio-ao-vivo,Operação
Barbarize,RJ,RIO DE JANEIRO,Internet,S/N,S/N,2015,1-5,sbase.me/s/barbarize,Ideação
Curiaskme,RJ,RIO DE JANEIRO,Comunicação e Mídia,S/N,S/N,2015,1-5,sbase.me/s/curiaskme,Ideação
MeLeva,RJ,ITABORAÍ,Mobile,S/N,SaaS,2014,6-10,sbase.me/s/meleva,Tração
Cactos,RJ,RIO DE JANEIRO,Comunicação e Mídia,S/N,Marketplace,2011,6-10,sbase.me/s/cactos,Tração
IRS Tecnologia,RJ,RIO DE JANEIRO,Varejo / Atacado,B2B,SaaS,2014,1-5,sbase.me/s/irs-tecnologia,Ideação
Solutions,RJ,RIO DE JANEIRO,Internet,S/N,S/N,2015,6-10,sbase.me/s/solutions,Operação
VillarLuna Tradução e Ensino,RJ,BARRA DO PIRAÍ,Outros,B2C,S/N,2014,6-10,sbase.me/s/villarluna-traducao-e-ensino,Tração
Beleza Orgânica,RJ,TERESÓPOLIS,Moda e Beleza,B2C,S/N,2015,6-10,sbase.me/s/beleza-organica,Tração
Catálogos TEM,RJ,RIO DE JANEIRO,Internet,S/N,S/N,2012,6-10,sbase.me/s/catalogos-tem,Operação
SENNDA SOFTWARE,RJ,RIO DE JANEIRO,Outros,S/N,Outros,2015,6-10,sbase.me/s/sennda-software,Tração
whatever,RJ,MIRACEMA,Outros,P2P,S/N,2015,1-5,sbase.me/s/whatever,Ideação
We Do Logos Rio,RJ,CABO FRIO,Comunicação e Mídia,B2B,Marketplace,2015,6-10,sbase.me/s/we-do-logos-rio,Operação
Sistema de Acompanhamento de Obras Online,RJ,NITERÓI,Construção Civil,S/N,SaaS,2015,6-10,sbase.me/s/sistema-de-acompanhamento-de-obras-online,Operação
PagueComBitcoin.com,RJ,RIO DE JANEIRO,Outros,B2C,S/N,(Não informado),1-5,sbase.me/s/paguecombitcoincom,Ideação
Anonymous Behaviors,RJ,RIO DE JANEIRO,Outros,B2B,Outros,(Não informado),1-5,sbase.me/s/anonymous-behaviors,Ideação
Pãozinho em Casa,RJ,RIO DE JANEIRO,Varejo / Atacado,B2C,SaaS,(Não informado),1-5,sbase.me/s/paozinho-em-casa,Ideação
Fala Glorioso,RJ,RIO DE JANEIRO,Internet,S/N,E-commerce,(Não informado),1-5,sbase.me/s/fala-glorioso,Ideação
ScreenS,RJ,RIO DE JANEIRO,Mobile,B2C,E-commerce,2015,6-10,sbase.me/s/screens,Tração
Sócio,RJ,NITERÓI,Outros,B2B,S/N,2015,1-5,sbase.me/s/socio,Ideação
Amigo Viajante,RJ,RIO DE JANEIRO,Eventos e Turismo,S/N,E-commerce,2015,6-10,sbase.me/s/amigo-viajante,Tração
Ananda Software Sistemas e Soluções,RJ,RIO DE JANEIRO,Outros,S/N,Outros,2014,6-10,sbase.me/s/ananda-software-sistemas-e-solucoes,Tração
FM Works,RJ,RIO DE JANEIRO,TIC e Telecom,S/N,S/N,2014,6-10,sbase.me/s/fm-works,Tração
Remember,RJ,RIO DE JANEIRO,Internet,B2C,SaaS,2014,1-5,sbase.me/s/remember,Ideação
Danvini Imóveis Premium,RJ,RIO DE JANEIRO,Construção Civil,S/N,E-commerce,2014,6-10,sbase.me/s/danvini-imoveis-premium,Tração
DINO - Visibilidade Online,RJ,RIO DE JANEIRO,Internet,B2B,E-commerce,2013,6-10,sbase.me/s/dino-visibilidade-online,Tração
Mais Aporte,RJ,RIO DE JANEIRO,Finanças,B2B2C,Marketplace,2018,1-5,sbase.me/s/mais-aporte,Ideação
Macchiato,RJ,MIGUEL PEREIRA,Comunicação e Mídia,B2B,Marketplace,2007,6-10,sbase.me/s/macchiato,Tração
Liber,RJ,RIO DE JANEIRO,Educação,B2C,Marketplace,2018,6-10,sbase.me/s/liber,Tração
LEPSI28,RJ,RIO DE JANEIRO,Serviços Profissionais,B2B2C,Hardware,2010,6-10,sbase.me/s/lepsi28,Operação
Prêmio Jovens Extraordinários,RJ,RIO DE JANEIRO,Comunicação e Mídia,B2B2C,Licenciamento,2018,1-5,sbase.me/s/premio-jovens-extraordinarios,Ideação
emprego.net,RJ,VOLTA REDONDA,Recrutamento,B2B2C,Marketplace,2015,6-10,sbase.me/s/empregonet,Operação
Athena Informática Ltda Me,RJ,RIO DE JANEIRO,Biotecnologia,B2B,Outros,2017,6-10,sbase.me/s/athena-informatica-ltda-me,Operação
Basta,RJ,RIO DE JANEIRO,Serviços Profissionais,B2B2C,Consumer,2008,1-5,sbase.me/s/basta,Ideação
Geração Mídia,RJ,CABO FRIO,Vendas e Marketing,B2B2C,SaaS,2010,6-10,sbase.me/s/geracao-midia,Operação
COMIC’S CITY,RJ,RIO DE JANEIRO,Entretenimento,B2B2C,Licenciamento,2016,1-5,sbase.me/s/comics-city,Ideação
y-bank,RJ,RIO DE JANEIRO,Finanças,B2C,Consumer,2009,6-10,sbase.me/s/y-bank,Operação
Billy,RJ,NITERÓI,Entretenimento,B2B2C,Licenciamento,2016,1-5,sbase.me/s/billy,Ideação
Tupiniquim Cultural,RJ,RIO DE JANEIRO,Entretenimento,B2S,E-commerce,2018,1-5,sbase.me/s/tupiniquim-cultural,Ideação
Clé Interiores,RJ,RIO DE JANEIRO,Construção Civil,B2C,Outros,2014,1-5,sbase.me/s/cle-interiores,Ideação
CTS,RJ,RIO DE JANEIRO,Vendas e Marketing,B2B,Marketplace,2017,1-5,sbase.me/s/cts,Ideação
NaN Systems,RJ,RIO DE JANEIRO,Internet,B2B,Outros,2015,6-10,sbase.me/s/nan-systems,Operação
skt telecon,RJ,RIO DE JANEIRO,TIC e Telecom,B2B,Outros,2017,6-10,sbase.me/s/skt-telecon,Tração
MELLEVE,RJ,RIO DE JANEIRO,Internet,B2C,E-commerce,2016,1-5,sbase.me/s/melleve,Ideação
storm,RJ,RIO DE JANEIRO,Internet,B2B,API,2000,1-5,sbase.me/s/storm,Ideação
GetYuppy,RJ,RIO DE JANEIRO,Comunicação e Mídia,B2B2C,Marketplace,2016,6-10,sbase.me/s/getyuppy,Operação
NOSSA TRIBO,RJ,RIO DE JANEIRO,E-commerce,B2C,Marketplace,2017,1-5,sbase.me/s/nossa-tribo,Ideação
Casa Ana Laura & Alex,RJ,RIO DE JANEIRO,Casa e Família,B2C,Consumer,2011,1-5,sbase.me/s/casa-ana-laura-and-alex,Ideação
Selprom Labs,RJ,RIO DE JANEIRO,Energia,B2B,Hardware,(Não informado),6-10,sbase.me/s/selprom-labs,Operação
farmaki,RJ,RIO DE JANEIRO,Saúde e Bem-estar,B2B2C,Outros,(Não informado),6-10,sbase.me/s/farmaki,Operação
IDGP,RJ,RIO DE JANEIRO,Advertising,B2B,Marketplace,2017,6-10,sbase.me/s/idgp,Operação
Mountains Visual Studio,RJ,RIO DE JANEIRO,S/N,B2B,S/N,2015,6-10,sbase.me/s/mountains-visual-studio,Operação
MEDICLICK,RJ,TRÊS RIOS,S/N,B2B2C,S/N,2017,1-5,sbase.me/s/mediclick,Ideação
Muxi,RJ,SAQUAREMA,Advertising,B2B,Marketplace,1993,51-100,sbase.me/s/muxi,Operação
INFINITEPAR,RJ,NOVA IGUAÇU,S/N,B2C,S/N,2003,1-5,sbase.me/s/infinitepar,Ideação
tok investimentos,RJ,RIO DE JANEIRO,S/N,B2C,S/N,2007,21-50,sbase.me/s/tok-investimentos,Tração
Lavabem Lavanderia & Passadoria,PR,CURITIBA,S/N,B2B,S/N,(Não informado),6-10,sbase.me/s/lavabem-lavanderia-and-passadoria,Tração
Showcase (vitrine Musical),PR,PONTA GROSSA,Advertising,B2B,Marketplace,(Não informado),1-5,sbase.me/s/showcase-vitrine-musical,Ideação
CV Healthcare,PR,CURITIBA,Saúde e Bem-estar,B2B,SaaS,2019,6-10,sbase.me/s/cv-healthcare,Tração
PLATAFORMA CAQUI,PR,LONDRINA,Meio Ambiente,B2B,SaaS,2018,1-5,sbase.me/s/plataforma-caqui,Operação
Anthor,PR,TOLEDO,Varejo / Atacado,B2B2C,SaaS,2018,21-50,sbase.me/s/anthor,Tração
GIFTWISH,PR,SÃO JOSÉ DOS PINHAIS,Produtos de Consumo,B2B2C,E-commerce,2017,6-10,sbase.me/s/giftwish-1570726822829,Tração
Manfing,PR,CURITIBA,Varejo / Atacado,B2B,SaaS,2019,6-10,sbase.me/s/manfing,Operação
AutoArremate,PR,LONDRINA,Automobilismo,B2B,E-commerce,2019,6-10,sbase.me/s/autoarremate,Operação
Hello Soluções em IoT e Engenharia,PR,CURITIBA,Outros,B2B,Marketplace,2018,6-10,sbase.me/s/hello-solucoes-em-iot-e-engenharia,Operação
Registro Ponto,PR,CURITIBA,Recursos Humanos,B2B2C,SaaS,2009,6-10,sbase.me/s/registro-ponto,Tração
PedeLogo (Enfoca Chatbots),PR,CURITIBA,Vendas e Marketing,B2B,SaaS,2015,6-10,sbase.me/s/pedelogo-enfoca-chatbots,Tração
Perks Break,PR,CURITIBA,Produtos de Consumo,B2C,E-commerce,2016,6-10,sbase.me/s/perks-break,Tração
Wollen,PR,CURITIBA,Saúde e Bem-estar,B2C,Hardware,2015,6-10,sbase.me/s/wollen,Operação
Intelltech,PR,MARINGÁ,Indústria,B2B,SaaS,2015,6-10,sbase.me/s/intelltech,Tração
Peepi,PR,CAMBÉ,Vendas e Marketing,B2B,SaaS,2017,6-10,sbase.me/s/peepi-2,Tração
Moda Online,PR,CURITIBA,Moda e Beleza,B2B,Marketplace,2017,6-10,sbase.me/s/moda-online,Tração
Financy,PR,MARINGÁ,Finanças,B2B2C,Outros,2018,1-5,sbase.me/s/financy,Ideação
Menthor.co,PR,GUARAPUAVA,Educação,B2C,SaaS,2011,6-10,sbase.me/s/menthorco,Tração
Verifact,PR,CURITIBA,Direito,B2B2C,SaaS,2019,6-10,sbase.me/s/verifact,Operação
Contae Contabilidade Online,PR,CAMPO MOURÃO,Serviços Profissionais,B2B,Outros,2018,6-10,sbase.me/s/contae-contabilidade-online,Tração
ADDLOG,PR,DOIS VIZINHOS,Logística e Mobilidade Urbana,B2B,SaaS,2015,6-10,sbase.me/s/addlog,Tração
Lupa Mobile Marketing,PR,CURITIBA,E-commerce,B2B2C,Marketplace,2008,6-10,sbase.me/s/lupa-mobile-marketing,Operação
Além das Ideias,PR,CURITIBA,Educação,B2C,Consumer,2018,1-5,sbase.me/s/alem-das-ideias,Ideação
Ummense,PR,CURITIBA,Gestão,B2B,SaaS,2018,11-20,sbase.me/s/ummense,Operação
9weeklabs,PR,CURITIBA,Educação,B2C,Consumer,2018,6-10,sbase.me/s/9weeklabs,Operação
Gatefy,PR,LONDRINA,Desenvolvimento de Software,B2B,Outros,2016,21-50,sbase.me/s/gatefy,Tração
Reactivehub,PR,DOIS VIZINHOS,Big Data,B2B,SaaS,2018,6-10,sbase.me/s/reactivehub,Operação
Preveni,PR,CURITIBA,Saúde e Bem-estar,B2B,SaaS,2019,6-10,sbase.me/s/preveni,Operação
LeadFinder,PR,FRANCISCO BELTRÃO,Vendas e Marketing,B2B,SaaS,2016,6-10,sbase.me/s/leadfinder,Tração
Embalare,PR,PATO BRANCO,Indústria,B2B,SaaS,2009,6-10,sbase.me/s/embalare,Tração
EdukaMaker,PR,CURITIBA,Educação,B2B2C,Outros,2016,6-10,sbase.me/s/edukamaker,Tração
Minha Leitura,PR,CURITIBA,Educação,B2B,SaaS,2015,6-10,sbase.me/s/minha-leitura,Operação
MovSmart,PR,LONDRINA,Saúde e Bem-estar,B2B,Hardware,2008,6-10,sbase.me/s/movsmart,Tração
Beetools,PR,CURITIBA,Educação,B2B2C,SaaS,2017,21-50,sbase.me/s/beetools,Tração
Qualitystorm,PR,MARINGÁ,Indústria,B2B,SaaS,2015,6-10,sbase.me/s/qualitystorm,Tração
TRIP 4 WIN,PR,CURITIBA,Eventos e Turismo,B2C,E-commerce,2016,6-10,sbase.me/s/trip-4-win,Operação
Stoxs,PR,CURITIBA,E-commerce,B2B,SaaS,2020,1-5,sbase.me/s/stoxs,Operação
Leadster,PR,TOLEDO,Vendas e Marketing,B2B,SaaS,2015,11-20,sbase.me/s/leadster,Tração
Vaccine App,PR,CURITIBA,Saúde e Bem-estar,B2B2C,Outros,2020,1-5,sbase.me/s/vaccine-app,Operação
FaturÁgil - Recorrência e Cobranças,PR,CURITIBA,Finanças,B2B,SaaS,2019,1-5,sbase.me/s/faturagil-recorrencia-e-cobrancas,Tração
Lyndus,PR,PATO BRANCO,Saúde e Bem-estar,B2B2C,Outros,2020,6-10,sbase.me/s/lyndus,Operação
TruggHub,PR,SÃO JOSÉ DOS PINHAIS,Logística e Mobilidade Urbana,B2B,Marketplace,(Não informado),11-20,sbase.me/s/trugghub,Tração
Mercattum,PR,PONTA GROSSA,Varejo / Atacado,B2B2C,SaaS,2017,6-10,sbase.me/s/mercattum,Tração
Diagnosi,PR,CURITIBA,Saúde e Bem-estar,B2B,SaaS,2019,1-5,sbase.me/s/diagnosi,Tração
Medicion,PR,CASCAVEL,Saúde e Bem-estar,B2C,SaaS,2020,6-10,sbase.me/s/medicion,Tração
KYNAE MARKETPLACE,PR,CURITIBA,Vendas e Marketing,B2B2C,Marketplace,2020,11-20,sbase.me/s/kynae-marketplace,Operação
Kore Data,PR,CURITIBA,Big Data,B2B,Consumer,2019,1-5,sbase.me/s/kore-data,Operação
FERTILE,PR,CURITIBA,Agronegócio,B2B,SaaS,2017,1-5,sbase.me/s/fertile,Operação
Startlaw,PR,CORNÉLIO PROCÓPIO,Direito,B2B2C,SaaS,2019,1-5,sbase.me/s/startlaw,Tração
Blue Accounting,PR,CURITIBA,Finanças,B2B,Outros,2020,6-10,sbase.me/s/blue-accounting,Operação
Mobfix,PR,CAMPO MOURÃO,Automobilismo,B2B2C,Marketplace,2018,1-5,sbase.me/s/mobfix,Operação
Redrive,PR,CAMPO MOURÃO,Vendas e Marketing,B2B2C,SaaS,2020,6-10,sbase.me/s/redrive,Operação
Trucker do AgrO,PR,CURITIBA,Transportes,B2B,Outros,2019,11-20,sbase.me/s/trucker-do-agro,Tração
Érgon Tecnologia Ambiental,PR,CAMPO MOURÃO,Biotecnologia,B2B2C,Outros,2019,1-5,sbase.me/s/ergon-tecnologia-ambiental-,Ideação
DNA Persona,PR,MARINGÁ,Recursos Humanos,B2B,SaaS,2017,6-10,sbase.me/s/dna-persona,Tração
AgroFlux Equipamentos de Controle Agrícola LTDA,PR,CURITIBA,Agronegócio,P2P,Hardware,2019,1-5,sbase.me/s/agroflux-equipamentos-de-controle-agricola-ltda,Tração
Flugo,PR,JACAREZINHO,Outros,B2B2C,SaaS,2018,1-5,sbase.me/s/flugo-,Tração
Chavi,PR,MARINGÁ,Outros,B2B2C,Outros,2019,11-20,sbase.me/s/chavi-,Operação
GestorIdeal,PR,MARINGÁ,Gestão,B2B,SaaS,2016,6-10,sbase.me/s/gestorideal,Tração
Salutem Farmacêutica,PR,CAMPO MOURÃO,Saúde e Bem-estar,B2B,Outros,2019,1-5,sbase.me/s/salutem-farmaceutica-1585663311375,Operação
Aucotus,PR,CURITIBA,Finanças,B2B,Outros,2019,1-5,sbase.me/s/aucotus,Operação
CarbonExplore,PR,CURITIBA,Nanotecnologia,B2B,Outros,2019,1-5,sbase.me/s/carbonexplore,Operação
Rookau | The StrategyPlace,PR,CURITIBA,Gestão,B2B,Licenciamento,2018,6-10,sbase.me/s/rookau-the-strategyplace,Tração
